Config File,Score 100,Mean Score,Mean Reward,Mean Obstacle,Mean End Distance,Time
PPO-5,33.408648453954726,16.63693782684746,162.79800490417298,10.639666666666667,0.2015120734752094,2024-11-19 14:38:49.155229
SAC-2,36.09821890521439,27.05006729138114,182.9674292559071,12.731,0.16577793667746316,2024-11-19 15:11:16.204272
